Age,Income,YratCom,DistFromHome,Overtime,JobSatist,Performance,Department,Educ,WorkLifeBalance,Attrition
41,127600,39,19,19,3,1,HR,Bachelor,3,1
58,110065,24,5,5,4,3,Marketing,Masters,1,0
61,25241,20,7,7,2,3,IT,Bachelor,2,1
32,51682,1,14,14,4,3,Finance,Masters,5,1
47,86332,1,3,3,2,5,Marketing,Bachelor,2,1
40,116300,17,13,13,5,2,Finance,Bachelor,1,0
41,64702,1,13,13,5,1,IT,PhD,1,1
58,104298,30,10,10,5,3,IT,Bachelor,1,1
32,68744,41,2,2,3,1,Marketing,Masters,4,1
55,74360,3,6,6,3,3,Marketing,PhD,5,1
27,126992,11,8,8,2,2,IT,PhD,5,1
57,37074,24,4,4,1,1,Marketing,Bachelor,5,1
56,78497,22,12,12,3,4,IT,Bachelor,4,1
55,55912,26,15,15,2,2,HR,PhD,1,0
43,49144,13,8,8,4,1,Marketing,Masters,1,1
39,30990,1,7,7,5,3,Finance,Bachelor,2,1
44,91255,24,14,14,5,3,IT,PhD,4,1
59,52999,10,23,23,5,2,HR,Masters,3,1
37,77485,35,19,19,2,2,Marketing,Bachelor,4,1
57,36629,24,14,14,5,3,IT,PhD,2,0
50,27664,28,22,22,3,1,HR,PhD,2,1
29,100682,36,13,13,4,4,Marketing,Bachelor,2,1
54,57817,16,21,21,5,5,IT,Masters,1,1
33,94403,40,1,1,2,2,IT,Masters,3,0
32,54007,16,19,19,4,3,IT,PhD,2,1
31,112950,17,1,1,5,1,Marketing,Masters,5,0
36,109868,15,4,4,1,2,HR,PhD,1,1
35,56228,16,10,10,5,1,IT,Bachelor,3,0
47,70139,15,3,3,3,2,HR,Masters,5,0
24,109899,34,20,20,4,3,HR,Bachelor,3,1
57,104928,11,9,9,3,1,Finance,PhD,3,1
29,57093,1,3,3,1,3,HR,Bachelor,5,0
43,47252,15,6,6,1,1,HR,Masters,4,1
40,114349,26,6,6,3,2,HR,Bachelor,3,0
25,91595,4,23,23,4,5,HR,Masters,4,0
64,54015,5,12,12,1,5,HR,Masters,3,1
61,24689,35,23,23,1,4,Marketing,Masters,5,1
63,119097,13,1,1,5,4,Finance,Masters,3,0
33,67533,10,16,16,2,3,IT,Masters,2,1
61,67752,11,24,24,1,1,Finance,PhD,2,1
46,41453,18,5,5,4,4,Finance,Bachelor,3,1
41,124188,34,9,9,4,2,IT,PhD,5,0
26,79038,39,10,10,5,5,HR,Bachelor,5,1
48,87063,41,13,13,4,1,IT,Bachelor,1,0
60,48530,23,15,15,5,5,HR,Bachelor,5,1
64,101569,7,12,12,1,1,IT,PhD,4,1
54,112609,39,5,5,1,4,Marketing,Masters,3,0
61,76481,3,5,5,1,4,Finance,Masters,2,1
58,59013,12,18,18,1,3,HR,PhD,5,1
62,97745,7,12,12,2,1,Finance,Masters,2,1
59,122160,26,3,3,2,2,HR,Bachelor,1,0
55,83713,33,7,7,1,4,IT,Masters,3,1
58,112135,37,17,17,4,3,IT,Masters,5,0
25,47393,15,19,19,5,4,IT,Masters,2,1
31,68086,2,18,18,3,5,Marketing,Bachelor,5,1
30,121079,41,1,1,5,4,IT,Masters,1,1
55,77777,7,24,24,3,1,IT,Masters,2,1
28,63957,32,5,5,3,3,Marketing,Masters,2,1
63,104483,4,2,2,1,1,Finance,PhD,3,1
61,124352,20,1,1,3,2,Finance,PhD,3,0
26,37322,36,7,7,1,2,HR,Masters,2,1
35,79894,32,11,11,2,4,Finance,PhD,3,0
24,104870,28,11,11,4,3,HR,PhD,2,0
27,38265,13,18,18,3,3,HR,Bachelor,4,1
49,26045,1,17,17,4,3,Finance,PhD,5,1
54,66739,35,2,2,1,3,Finance,PhD,4,1
43,33263,30,7,7,3,4,Marketing,Masters,4,1
30,82845,36,7,7,5,1,HR,Bachelor,5,0
60,66168,25,10,10,2,4,Finance,Bachelor,2,0
30,60139,16,22,22,2,1,Finance,Bachelor,2,1
25,126297,19,21,21,3,5,Marketing,PhD,3,1
25,34367,1,3,3,2,5,Finance,Masters,1,1
44,40728,5,12,12,5,1,IT,Bachelor,2,1
28,40177,22,3,3,4,4,IT,Bachelor,5,1
24,99608,24,11,11,5,2,HR,PhD,1,1
45,37649,37,12,12,2,4,Marketing,Bachelor,5,1
24,37744,36,4,4,4,2,Finance,Masters,5,0
60,69807,36,16,16,5,4,HR,Bachelor,5,0
39,66587,4,20,20,1,3,Finance,Masters,1,1
57,111376,36,18,18,1,3,IT,Masters,4,1
56,66980,18,4,4,4,5,Finance,Masters,5,1
45,122229,16,22,22,4,5,Finance,PhD,3,1
52,25287,41,6,6,4,1,Finance,PhD,2,1
30,32249,18,21,21,1,2,IT,Masters,2,1
44,45655,22,15,15,5,3,IT,Masters,2,1
58,32606,2,1,1,4,4,Marketing,Bachelor,1,1
27,69209,21,3,3,1,1,IT,Bachelor,3,1
35,67455,36,5,5,4,4,HR,Bachelor,3,0
51,55971,39,22,22,4,3,Finance,PhD,3,1
53,88897,39,17,17,4,3,IT,Bachelor,3,0
38,41497,29,14,14,1,3,HR,Masters,3,1
64,44679,26,9,9,5,3,IT,Masters,4,0
52,81201,21,3,3,1,4,Finance,PhD,3,0
38,45820,17,13,13,1,1,HR,PhD,3,1
34,107017,16,3,3,4,3,IT,Bachelor,1,0
39,101589,31,11,11,3,5,IT,PhD,1,1
38,68439,9,2,2,3,1,HR,Masters,3,1
34,60144,31,24,24,3,5,Marketing,Masters,4,1
30,41434,14,15,15,1,4,HR,PhD,3,1
42,107152,37,13,13,4,3,HR,Masters,3,0
25,73848,2,19,19,3,1,HR,PhD,3,1
38,47480,14,22,22,2,3,HR,Masters,5,0
52,95107,33,16,16,2,3,IT,Bachelor,4,0
45,125138,35,18,18,2,1,HR,PhD,2,1
50,52048,39,7,7,5,3,HR,PhD,3,0
62,32259,20,13,13,4,3,Finance,PhD,2,1
27,63099,2,4,4,1,2,IT,Masters,4,1
42,114863,41,9,9,1,2,Finance,Bachelor,3,1
62,92658,19,10,10,4,1,IT,PhD,2,0
23,55369,37,9,9,5,1,Marketing,Masters,2,1
52,49932,18,7,7,4,3,Marketing,PhD,4,1
43,76133,16,15,15,5,5,IT,Masters,3,1
42,67905,4,8,8,3,1,Marketing,Bachelor,5,1
28,95530,12,19,19,3,3,Marketing,Masters,4,1
44,109352,29,11,11,5,5,IT,Masters,5,0
40,31400,7,5,5,4,2,HR,PhD,3,1
30,60776,14,2,2,3,1,Finance,Masters,2,1
61,80784,12,10,10,4,3,IT,PhD,4,1
54,108608,35,16,16,3,2,IT,Masters,4,1
55,127910,5,23,23,4,4,IT,Bachelor,4,1
38,65770,17,13,13,4,2,Finance,Masters,1,1
34,123321,32,8,8,2,3,IT,PhD,3,1
60,122658,10,9,9,5,5,Finance,Masters,1,1
56,107969,17,11,11,1,4,Finance,Masters,4,1
36,53293,5,11,11,5,4,Marketing,Bachelor,4,1
58,86643,9,23,23,4,4,HR,PhD,5,0
55,50292,33,16,16,4,1,Marketing,Bachelor,1,1
45,127342,36,10,10,5,3,IT,Masters,2,0
24,76267,36,24,24,4,4,IT,Bachelor,3,1
63,71910,18,12,12,3,2,Finance,Masters,2,1
43,35945,9,6,6,4,5,Marketing,Masters,2,0
24,101986,29,12,12,5,3,Finance,Bachelor,3,1
49,87896,14,10,10,5,2,Marketing,Bachelor,4,0
31,58597,25,18,18,5,1,Marketing,Masters,5,0
23,39532,15,18,18,2,4,Marketing,Bachelor,4,0
33,28501,6,4,4,2,2,Marketing,Bachelor,4,1
25,84704,29,9,9,2,3,Marketing,Masters,1,1
45,53394,15,7,7,2,2,HR,PhD,2,1
48,120444,29,18,18,2,1,IT,Bachelor,2,1
26,42441,4,8,8,2,5,Marketing,Bachelor,2,1
40,45483,18,11,11,2,4,Marketing,PhD,5,0
28,33065,39,7,7,5,3,Finance,Bachelor,5,0
57,93008,16,9,9,1,4,IT,Masters,5,0
44,81088,11,8,8,2,4,IT,Bachelor,3,1
37,66653,14,3,3,5,4,IT,Masters,5,0
44,54868,3,17,17,1,2,Marketing,PhD,1,1
59,131287,38,2,2,2,2,Finance,PhD,1,1
64,57217,18,15,15,1,5,IT,PhD,4,1
34,56614,20,14,14,1,1,Finance,Bachelor,4,1
64,114950,25,18,18,3,3,HR,PhD,4,0
60,89482,38,16,16,4,2,HR,Bachelor,4,1
40,88702,13,20,20,3,4,Finance,Bachelor,1,1
57,92959,4,22,22,1,1,Marketing,Bachelor,4,1
52,59756,14,4,4,5,3,IT,PhD,1,1
46,35814,33,20,20,2,3,HR,PhD,5,0
64,101973,28,6,6,4,3,HR,Bachelor,5,1
52,23795,37,6,6,2,3,Finance,PhD,3,1
36,54951,8,11,11,5,5,Marketing,Bachelor,4,0
28,23544,34,17,17,4,3,Finance,PhD,5,0
25,42703,5,24,24,3,1,Finance,Masters,5,0
38,109973,5,3,3,1,2,Finance,PhD,2,1
29,105408,31,13,13,5,1,Finance,PhD,2,1
36,68065,9,22,22,1,4,Finance,PhD,1,1
31,70834,32,3,3,1,5,Marketing,Bachelor,3,1
37,131302,33,16,16,2,5,Finance,Bachelor,2,0
43,89145,3,15,15,5,4,Marketing,Masters,3,0
57,102271,30,11,11,1,1,IT,Masters,5,0
24,25176,12,18,18,3,1,IT,Masters,1,1
49,88895,29,15,15,4,4,IT,Bachelor,3,1
24,103886,3,5,5,5,3,IT,Masters,2,0
57,97399,26,16,16,2,3,HR,Masters,5,1
40,76636,30,16,16,5,2,Marketing,PhD,4,1
36,111413,9,17,17,2,1,IT,Masters,5,1
42,72732,26,9,9,4,1,HR,PhD,2,1
40,51846,2,23,23,3,4,Marketing,Bachelor,2,1
32,28815,3,3,3,1,4,HR,Bachelor,4,1
47,120937,4,20,20,5,3,HR,PhD,5,1
24,30511,25,13,13,2,1,Finance,Masters,3,1
47,85823,13,22,22,4,1,HR,Bachelor,3,1
55,94305,39,3,3,1,5,HR,PhD,5,1
58,106128,35,7,7,4,2,Marketing,Bachelor,3,0
53,30177,23,6,6,3,2,HR,Bachelor,5,0
36,85207,9,9,9,1,3,Finance,Masters,5,0
23,47719,2,12,12,1,1,IT,Bachelor,2,1
38,113593,41,15,15,1,5,IT,PhD,1,1
25,33788,31,21,21,2,1,Marketing,Masters,2,1
57,114979,2,20,20,1,4,Marketing,PhD,3,0
63,108316,32,3,3,4,3,HR,PhD,1,1
28,35993,18,10,10,2,2,Marketing,PhD,5,1
47,71764,13,1,1,1,1,HR,Masters,3,0
35,94693,5,19,19,4,3,Marketing,Bachelor,4,1
56,117322,10,19,19,4,2,IT,PhD,3,0
30,30932,25,23,23,5,1,IT,Bachelor,1,1
43,71414,34,23,23,4,5,IT,Bachelor,1,1
56,34014,37,13,13,3,3,IT,PhD,5,1
26,78935,30,12,12,1,1,HR,Bachelor,4,0
47,41714,7,1,1,1,2,HR,Masters,5,0
37,85314,6,19,19,1,2,HR,Masters,4,1
26,114360,3,24,24,4,5,IT,Bachelor,4,1
34,51351,13,16,16,4,3,Finance,Bachelor,5,0
54,125038,3,23,23,1,3,IT,Masters,3,0
54,98451,26,23,23,2,1,IT,Bachelor,2,1
50,68589,24,15,15,2,2,Finance,Bachelor,4,0
35,41856,6,16,16,3,2,Finance,Bachelor,1,1
53,42776,12,11,11,5,5,Marketing,Bachelor,5,1
36,33583,36,24,24,3,5,IT,PhD,3,1
42,75686,2,6,6,1,3,Finance,Bachelor,4,1
40,37830,11,11,11,1,2,Marketing,Masters,3,1
51,32792,39,3,3,1,1,Finance,PhD,5,1
28,24899,34,15,15,5,4,Finance,PhD,1,0
54,119819,26,1,1,4,1,Marketing,Masters,4,0
51,95562,18,7,7,5,5,IT,Bachelor,4,0
24,63149,21,1,1,3,1,Marketing,PhD,3,0
45,40845,36,17,17,4,2,IT,PhD,5,1
41,114790,40,9,9,4,3,Finance,Bachelor,2,0
53,22250,22,23,23,3,4,Marketing,Bachelor,4,1
27,64847,30,13,13,4,3,HR,Masters,1,1
41,106813,30,11,11,2,4,Finance,PhD,4,0
56,67450,8,20,20,3,4,Marketing,Bachelor,4,1
32,91418,34,6,6,3,2,Finance,Bachelor,2,0
47,121128,9,1,1,2,2,Marketing,Masters,2,1
24,73062,20,7,7,5,5,IT,PhD,5,0
33,38193,40,12,12,5,5,HR,Bachelor,4,0
53,90579,25,22,22,5,4,Finance,Masters,4,1
37,125665,19,20,20,4,5,HR,PhD,3,1
31,126347,5,23,23,2,2,IT,PhD,3,1
45,93300,11,19,19,3,5,Marketing,PhD,1,1
41,108038,15,17,17,3,4,HR,PhD,1,1
31,127664,8,4,4,3,3,Marketing,Masters,3,0
57,99399,19,3,3,4,1,IT,Bachelor,1,1
43,95969,23,1,1,4,5,Finance,PhD,4,0
31,113825,27,18,18,5,2,IT,PhD,2,0
50,120532,40,21,21,4,3,HR,Bachelor,4,0
29,99187,32,15,15,5,2,HR,PhD,3,1
38,88584,26,8,8,5,5,HR,PhD,5,1
38,98388,27,1,1,3,4,Marketing,Bachelor,5,1
55,75942,19,20,20,4,1,Finance,Bachelor,3,1
26,111936,29,14,14,5,1,HR,PhD,4,0
26,113546,39,4,4,2,3,HR,Bachelor,1,0
61,128565,41,5,5,2,1,HR,Masters,1,1
62,93042,33,23,23,4,4,IT,Masters,5,1
39,40022,19,13,13,3,2,HR,PhD,3,1
59,74409,37,24,24,3,4,IT,PhD,3,0
61,104720,19,15,15,5,3,HR,Bachelor,2,1
51,115099,33,6,6,4,3,IT,Bachelor,5,1
58,98447,16,1,1,2,1,Marketing,PhD,3,1
60,120939,23,23,23,5,4,Marketing,PhD,2,1
61,78744,7,19,19,5,2,IT,Masters,1,1
59,96554,26,13,13,1,4,Finance,Bachelor,5,1
57,74423,32,6,6,4,2,Finance,PhD,5,0
29,88320,12,15,15,5,2,IT,PhD,3,1
49,116134,8,16,16,2,4,Marketing,Bachelor,3,1
50,61433,5,24,24,1,5,IT,Bachelor,4,1
44,71563,28,23,23,2,4,Finance,PhD,1,1
36,56438,5,16,16,3,2,IT,PhD,1,0
29,118407,26,10,10,1,3,Marketing,PhD,2,1
59,55799,5,22,22,1,3,Finance,Bachelor,2,1
44,66283,22,9,9,5,1,Finance,PhD,4,0
27,123046,15,9,9,3,3,HR,PhD,1,1
24,117316,13,17,17,5,5,HR,PhD,2,0
49,52590,28,17,17,4,2,Finance,Masters,1,1
43,86007,33,17,17,2,4,Finance,Masters,1,1
60,69678,23,24,24,2,4,IT,Bachelor,2,1
37,72713,33,12,12,5,5,Marketing,PhD,3,1
43,101328,18,13,13,2,3,Finance,PhD,3,1
32,127210,30,12,12,2,2,Marketing,Bachelor,2,1
45,115009,26,14,14,4,3,Finance,Bachelor,4,0
61,94221,16,10,10,3,1,Marketing,Bachelor,5,0
27,103976,13,23,23,1,3,HR,PhD,1,1
23,117346,39,19,19,5,1,Finance,Masters,5,0
35,53837,33,2,2,5,4,IT,Bachelor,2,1
43,123653,26,4,4,4,2,Marketing,PhD,1,0
48,126840,1,19,19,4,1,Finance,Bachelor,5,0
43,100302,38,7,7,1,3,HR,PhD,3,1
40,69488,2,15,15,3,3,HR,Bachelor,4,1
59,65305,6,15,15,5,4,HR,PhD,5,1
54,75578,38,24,24,4,5,HR,Bachelor,4,1
58,89298,24,6,6,5,5,Finance,Masters,3,0
39,52941,18,3,3,2,3,IT,Bachelor,5,1
57,57378,27,6,6,5,5,Marketing,Bachelor,2,1
33,56399,41,16,16,3,2,IT,Masters,1,1
43,41370,8,2,2,3,5,Marketing,Bachelor,3,1
48,96709,28,7,7,5,2,IT,Masters,4,0
26,57468,10,11,11,2,3,Finance,PhD,4,1
56,68836,17,7,7,3,3,Finance,Masters,3,1
40,35323,29,4,4,4,3,Marketing,Masters,2,1
62,91241,6,24,24,5,4,Finance,PhD,2,1
57,113314,14,20,20,2,5,Marketing,Masters,4,1
63,58553,22,7,7,4,1,IT,Masters,3,1
51,122024,6,4,4,5,1,Finance,PhD,3,0
51,85541,26,12,12,2,3,Finance,Bachelor,1,1
60,105338,39,5,5,4,5,Marketing,Bachelor,4,0
64,41606,12,23,23,3,2,Marketing,Masters,2,1
43,110951,35,19,19,5,1,Marketing,Bachelor,5,1
64,100754,14,5,5,5,3,Marketing,Bachelor,2,1
35,76114,22,19,19,3,1,HR,Masters,2,0
63,114977,23,21,21,1,1,Marketing,PhD,5,0
39,79329,7,3,3,4,1,HR,Bachelor,4,0
31,39988,40,11,11,3,3,IT,Masters,1,1
63,37463,25,7,7,5,3,Marketing,PhD,2,1
23,51877,13,17,17,4,4,HR,Bachelor,2,0
24,113370,21,9,9,4,4,HR,PhD,4,1
51,118276,41,21,21,1,4,HR,Masters,4,0
55,123521,10,9,9,5,1,Finance,PhD,3,1
32,74179,9,10,10,2,5,HR,PhD,4,0
62,37975,15,13,13,1,3,Marketing,Masters,4,1
43,80140,2,15,15,1,4,Marketing,Bachelor,2,1
50,50724,25,22,22,2,5,Marketing,Bachelor,1,1
33,81920,13,5,5,2,4,HR,PhD,2,1
56,44714,34,3,3,1,4,HR,PhD,4,1
30,130873,34,8,8,4,5,Finance,PhD,3,1
44,129142,35,20,20,3,4,IT,PhD,1,0
30,97390,38,10,10,3,1,Finance,Bachelor,3,0
37,91374,3,13,13,1,1,Marketing,Masters,5,1
39,79681,6,3,3,4,1,Marketing,Masters,3,1
45,49968,19,22,22,2,2,Marketing,Masters,3,1
46,97233,3,8,8,1,4,Finance,PhD,4,1
41,124703,18,9,9,5,2,Marketing,PhD,4,1
27,67311,39,22,22,4,3,Marketing,Masters,4,1
54,35147,9,21,21,5,5,Marketing,Bachelor,4,1
23,111934,12,12,12,5,3,HR,Masters,4,1
45,46982,5,11,11,1,2,IT,Bachelor,3,1
59,87641,3,2,2,4,1,HR,PhD,5,0
30,112524,11,18,18,5,4,HR,Masters,4,1
35,92367,30,9,9,4,4,IT,Masters,5,0
30,126049,4,2,2,3,1,IT,PhD,5,0
45,47746,5,2,2,5,4,Finance,Bachelor,2,1
23,130378,1,3,3,5,5,IT,Masters,2,1
46,108156,27,16,16,4,5,Finance,Masters,1,1
57,35596,28,19,19,3,5,Finance,Bachelor,2,1
46,114212,29,4,4,5,3,HR,Masters,4,0
39,45297,18,23,23,1,1,Marketing,Masters,5,1
27,80074,12,18,18,4,5,HR,PhD,1,1
42,115246,13,20,20,4,2,HR,Bachelor,2,1
43,45580,41,18,18,5,5,IT,Masters,3,0
62,80731,2,10,10,3,3,IT,Masters,1,1
53,113112,37,11,11,5,2,Finance,PhD,4,0
58,56556,16,17,17,2,1,Finance,Masters,5,1
33,63744,24,24,24,5,1,Finance,PhD,4,1
37,124981,35,23,23,2,5,IT,Masters,4,1
41,32148,22,24,24,1,2,Finance,PhD,3,1
29,79530,36,20,20,4,2,Finance,Bachelor,3,1
50,31135,11,16,16,4,5,IT,Bachelor,5,0
27,33324,29,20,20,3,5,Marketing,Masters,2,1
27,101969,35,13,13,5,4,HR,Masters,4,0
52,83327,15,2,2,1,4,IT,PhD,2,0
54,22965,31,24,24,2,5,Finance,PhD,5,0
30,97215,41,2,2,3,3,HR,Bachelor,4,0
32,98832,16,14,14,1,4,IT,Masters,2,1
60,100030,10,4,4,1,5,HR,PhD,4,1
54,78477,32,17,17,2,2,HR,Bachelor,3,1
50,119773,2,13,13,2,4,Marketing,Bachelor,3,1
39,66671,24,4,4,4,3,Finance,PhD,1,1
53,99389,23,3,3,5,1,IT,Masters,5,0
30,73171,2,12,12,3,2,Finance,Bachelor,2,1
62,117414,38,22,22,5,3,Marketing,PhD,4,0
47,22221,31,23,23,3,3,Marketing,Bachelor,1,1
31,78803,40,8,8,1,3,IT,Masters,5,0
24,90809,26,2,2,2,2,IT,PhD,5,0
37,117098,29,6,6,2,3,Marketing,Masters,5,1
25,57858,3,22,22,1,1,IT,Masters,2,1
58,121469,14,10,10,1,4,HR,Bachelor,3,0
26,60048,25,12,12,3,2,HR,Masters,1,1
36,49237,1,21,21,1,3,Marketing,Bachelor,2,1
63,93676,3,10,10,3,5,Finance,PhD,4,1
63,109139,26,10,10,5,4,IT,PhD,2,1
47,118421,18,23,23,2,2,IT,Bachelor,4,1
32,47868,9,3,3,2,5,HR,Bachelor,4,0
43,76935,38,20,20,2,5,IT,Bachelor,5,1
58,111873,23,10,10,5,3,Finance,Masters,2,1
34,117841,21,9,9,5,2,IT,PhD,3,0
49,101780,1,20,20,4,3,IT,PhD,4,1
62,92341,21,19,19,3,1,HR,Masters,5,1
24,26906,27,14,14,3,5,IT,Bachelor,3,1
35,23875,6,2,2,4,1,Marketing,PhD,2,1
54,34411,36,5,5,2,3,Marketing,Masters,3,1
53,54465,28,20,20,3,4,Finance,Bachelor,2,1
38,98298,17,8,8,3,5,Finance,PhD,4,1
54,77669,40,7,7,2,4,Finance,Bachelor,1,0
54,35169,3,6,6,1,2,Finance,Masters,1,1
56,26481,12,11,11,1,5,HR,PhD,4,1
33,70761,39,12,12,4,1,IT,Bachelor,3,1
32,126731,12,18,18,5,4,HR,Bachelor,2,0
37,69917,2,19,19,3,2,Finance,Bachelor,1,1
39,42303,22,10,10,3,5,IT,Masters,2,1
62,66437,23,21,21,4,2,Marketing,Bachelor,4,0
40,83490,30,14,14,4,1,HR,PhD,3,0
31,65833,5,3,3,3,5,IT,PhD,2,0
47,104017,9,18,18,2,2,Marketing,Bachelor,3,1
62,25272,21,24,24,2,3,Marketing,Masters,1,1
36,110449,11,15,15,5,5,Finance,PhD,2,0
47,129808,5,6,6,3,5,Marketing,PhD,5,0
44,98438,35,10,10,3,5,Marketing,PhD,1,1
52,127896,27,12,12,3,5,Finance,Bachelor,3,1
42,118971,2,7,7,3,3,IT,PhD,4,0
43,27612,24,17,17,4,1,IT,Bachelor,5,1
54,88723,31,1,1,1,3,Finance,Bachelor,2,1
43,114993,33,18,18,3,3,HR,Bachelor,1,1
57,77719,39,15,15,1,2,Finance,Bachelor,2,1
54,53263,30,19,19,2,4,IT,Bachelor,2,1
52,98691,37,1,1,5,4,HR,PhD,5,0
61,72162,28,5,5,2,2,Finance,Bachelor,5,0
34,96947,31,15,15,3,3,IT,Bachelor,5,0
63,129325,11,3,3,2,2,IT,Bachelor,5,0
40,120153,23,1,1,4,5,IT,Bachelor,4,0
43,65955,2,8,8,1,2,Marketing,Bachelor,3,1
35,53868,40,12,12,3,2,Marketing,Bachelor,5,1
43,29916,41,22,22,4,5,HR,PhD,1,0
30,91697,27,19,19,1,4,HR,Bachelor,2,1
62,129438,35,12,12,4,5,HR,Bachelor,5,1
29,109148,2,13,13,2,1,Marketing,PhD,1,1
45,41652,39,1,1,3,2,HR,PhD,4,0
54,32617,37,19,19,2,2,IT,Masters,1,1
33,71336,21,6,6,5,4,IT,PhD,1,1
44,105020,5,8,8,3,3,HR,PhD,4,1
44,83813,21,4,4,2,5,HR,Bachelor,4,0
47,34306,29,5,5,3,3,Marketing,Masters,2,1
44,66638,20,22,22,1,1,IT,Bachelor,5,1
50,54213,38,7,7,3,5,Finance,Masters,1,1
51,37555,20,23,23,3,1,Finance,Bachelor,3,1
35,101448,25,4,4,1,1,Marketing,PhD,3,1
40,28219,2,20,20,2,1,Marketing,PhD,2,1
24,120176,32,4,4,3,5,Marketing,Masters,3,1
51,40696,26,15,15,4,5,IT,Bachelor,2,0
43,100171,6,21,21,3,4,HR,Bachelor,5,1
37,127213,41,5,5,2,2,HR,PhD,2,0
49,99877,3,24,24,1,3,Marketing,PhD,4,1
53,42480,33,9,9,2,3,IT,Masters,4,1
37,89680,1,2,2,5,1,Finance,PhD,4,1
45,28425,5,7,7,3,5,Marketing,Masters,4,1
46,129679,13,17,17,3,5,IT,Masters,4,1
35,48091,19,16,16,1,1,Marketing,Masters,4,1
44,26679,12,17,17,3,2,IT,Masters,4,0
59,42268,25,20,20,4,3,IT,PhD,4,1
55,45843,35,23,23,4,4,Marketing,Masters,4,0
25,50734,12,2,2,2,2,HR,PhD,5,0
41,51437,30,11,11,1,5,Marketing,Masters,4,1
45,93002,5,2,2,5,1,HR,PhD,2,1
51,88077,34,1,1,2,3,HR,Masters,5,1
52,99439,22,2,2,1,1,Finance,PhD,3,0
61,35694,39,23,23,1,5,IT,Bachelor,1,1
47,28503,13,9,9,2,1,Marketing,Masters,5,1
59,56726,3,22,22,2,3,IT,Masters,4,1
30,115578,20,2,2,3,1,Finance,Bachelor,5,1
64,67853,31,15,15,5,3,HR,Bachelor,1,1
38,73407,5,10,10,4,1,Marketing,Masters,1,1
30,126102,24,15,15,3,1,IT,PhD,4,0
23,115240,40,10,10,1,3,Finance,Masters,4,1
27,62867,33,23,23,5,1,HR,PhD,2,1
25,87699,8,17,17,5,2,HR,Bachelor,1,1
23,41223,24,9,9,2,4,IT,PhD,4,1
26,76109,20,18,18,5,2,HR,Masters,1,1
62,47815,16,4,4,5,4,Finance,Bachelor,2,0
57,45490,12,9,9,1,2,HR,Bachelor,3,1
54,53422,13,16,16,3,4,Marketing,Masters,1,1
64,96625,39,4,4,5,1,Marketing,Masters,2,0
56,47378,25,16,16,2,3,IT,Bachelor,2,1
47,82195,32,19,19,3,3,Finance,PhD,2,1
32,38174,24,1,1,2,5,HR,PhD,5,1
43,57354,9,23,23,5,4,HR,PhD,4,0
61,116996,40,6,6,3,5,HR,Masters,1,1
49,127497,23,10,10,5,5,Marketing,Bachelor,5,0
49,78597,13,16,16,1,4,Finance,PhD,1,1
24,63344,32,4,4,3,3,HR,Bachelor,5,0
63,23901,15,22,22,2,4,IT,PhD,4,1
35,47019,36,22,22,1,1,Finance,Bachelor,2,0
31,100398,5,13,13,4,5,Finance,Masters,1,1
58,34940,22,16,16,2,5,HR,Masters,2,1
44,90223,16,20,20,5,4,Marketing,Masters,4,0
64,67841,41,6,6,2,5,Finance,PhD,1,0
48,97328,10,11,11,4,3,IT,Masters,3,0
34,79449,24,24,24,2,5,Finance,Masters,3,1
39,64860,18,3,3,1,4,Marketing,Masters,3,1
36,78475,18,20,20,2,3,IT,Bachelor,4,1
36,32291,7,10,10,3,3,Marketing,Bachelor,3,1
56,75506,4,1,1,4,5,HR,Bachelor,1,0
42,29261,26,20,20,2,4,Finance,Bachelor,3,1
33,55690,5,11,11,4,5,IT,Bachelor,1,0
38,25697,16,12,12,1,1,Marketing,Bachelor,4,1
53,77712,35,14,14,3,1,HR,Bachelor,2,1
28,26212,26,8,8,5,3,IT,Masters,5,1
41,92118,18,11,11,2,5,Finance,Masters,3,1
59,108121,29,4,4,1,1,Finance,PhD,5,0
26,122270,23,7,7,4,2,Marketing,Masters,2,1
26,77075,14,10,10,4,1,IT,Bachelor,4,0
42,82566,15,19,19,1,5,HR,Bachelor,4,1
32,56398,33,4,4,2,5,HR,PhD,2,1
46,120528,25,2,2,5,1,HR,Masters,5,0
57,42836,21,21,21,2,5,Marketing,Masters,3,1
48,55942,17,18,18,3,5,HR,PhD,1,1
59,42230,23,14,14,2,2,IT,Bachelor,4,1
60,98910,17,16,16,3,3,Marketing,Bachelor,2,0
43,38882,14,22,22,4,5,Finance,Bachelor,5,0
62,52180,29,11,11,3,4,Marketing,Bachelor,3,0
61,117659,20,10,10,5,3,Marketing,PhD,5,0
43,45914,30,17,17,1,3,Marketing,Masters,3,1
32,35925,19,14,14,3,4,IT,Bachelor,1,1
60,24780,39,22,22,2,1,Finance,Masters,1,1
26,27812,13,4,4,3,2,Finance,Masters,2,1
42,40309,18,19,19,4,5,Marketing,Bachelor,2,1
39,60933,23,2,2,3,1,Marketing,Bachelor,3,0
29,125157,33,7,7,5,4,Marketing,Bachelor,3,1
26,25920,39,9,9,3,2,IT,Masters,3,1
51,56307,40,19,19,5,2,IT,PhD,3,0
36,32870,18,16,16,2,2,HR,Bachelor,1,1
25,71956,9,22,22,4,4,Finance,Masters,2,0
46,118113,33,16,16,1,1,HR,Masters,2,1
